Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round,EC
989,2839,488,0,0,0,0,985,0,4244,4180,4,4,710,525,2000,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,15,81,77,78,66,14,15,14,31,8,0,0,12299,591,0,393,86,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,4.244,0.985,4.180339999999999,4.18,4.19
1989,2839,488,96,26,9999,0,935,0,4244,3968,2,2,1171,441,2000,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,71,55,60,65,56,30,36,71,22,5,0,0,12299,591,0,393,86,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,4.244,0.935,3.96814,3.97,3.98
2990,2839,488,96,26,9999,0,830,0,4244,3522,4,3,1171,441,2000,0,0,1,72,0,2,0,54,0,0,0,0,0,1241,0,22,43,43,52,47,22,10,10,37,23,0,0,12299,591,0,393,86,479,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.244,0.83,3.5225199999999997,3.52,3.53
3989,2839,488,96,26,9999,0,899,0,4244,3815,4,3,1171,441,2000,0,0,1,72,0,2,0,54,0,0,0,0,0,1241,0,22,43,43,52,47,22,10,10,37,23,0,0,12299,591,0,393,86,479,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,4.244,0.899,3.815356,3.82,3.83
4989,2839,488,96,26,9999,0,1025,0,4244,4350,4,3,1171,441,2000,0,0,1,72,0,2,0,54,0,0,0,0,0,1241,0,22,43,43,52,47,22,10,10,37,23,0,0,12299,591,0,393,86,479,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,4.244,1.025,4.350099999999999,4.35,4.36
5990,2839,488,96,26,9999,0,1131,0,4229,4782,4,3,1171,441,2000,0,0,1,72,0,2,0,54,0,0,0,0,0,1241,0,22,43,43,52,47,22,10,10,37,23,0,0,12299,591,0,393,86,479,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.229,1.131,4.782999,4.78,4.8
6991,2839,488,96,26,9999,0,1347,0,4229,5696,4,3,1171,441,2000,0,0,1,72,0,2,0,54,0,2,0,0,0,1241,0,22,43,43,52,47,22,10,10,37,23,0,0,12299,591,0,393,86,479,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,4.229,1.347,5.696463,5.7,5.72
7990,2839,488,96,26,9999,0,1119,0,4229,4732,4,3,1478,490,2000,0,0,44,72,33,0,0,73,0,2,2016,2224,2187,896,0,44,26,26,40,30,44,25,25,15,26,0,0,12299,591,0,393,86,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4.229,1.119,4.732251,4.73,4.75
8990,2839,488,96,26,9999,0,1131,0,4229,4782,4,3,1478,490,2000,0,0,61,72,39,0,25,12,0,2,1440,1584,4327,902,0,57,39,17,21,36,47,50,57,31,17,0,0,12299,591,0,393,86,479,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.229,1.131,4.782999,4.78,4.8
9991,2839,488,96,26,9999,0,1146,0,4229,4846,4,3,1478,490,2000,0,0,57,72,40,0,31,17,0,2,1440,1584,2522,903,0,27,39,27,23,26,19,10,27,25,27,0,0,12299,591,0,393,86,479,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.229,1.146,4.8464339999999995,4.85,4.86
