Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round,EC
12038,398,3076,99,27,9999,0,1045,0,4239,4429,4,4,1478,525,2000,0,0,2,90,65,0,0,90,0,0,1440,1584,33152,1699,275,60,63,57,57,66,30,60,45,47,21,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,275,100,4.239,1.045,4.429754999999999,4.43,4.27
12976,398,3076,99,27,9999,0,965,0,4239,4090,4,4,1478,525,2000,0,0,2,90,65,0,0,90,0,0,1440,1584,33152,1699,275,60,63,57,57,66,30,60,45,47,21,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,275,100,4.239,0.965,4.090635,4.09,3.94
13976,398,3076,99,28,9999,0,1002,0,4239,4247,4,3,1478,490,1555,0,0,2,90,48,0,0,90,0,0,1440,1584,0,1298,273,64,27,45,25,30,36,64,30,21,6,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,273,100,4.239,1.002,4.247478,4.25,4.09
14976,398,3076,99,28,9999,0,1143,0,4239,4845,4,3,1478,490,1555,0,0,1,90,26,0,0,90,0,0,1440,1584,65535,658,0,89,30,38,38,42,21,25,89,36,8,0,0,15152,3133,0,3020,47,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,100,4.239,1.143,4.845177,4.85,4.67
15977,398,3076,99,28,9999,0,1141,0,4239,4836,4,3,1478,490,2000,0,0,1,90,27,0,6,88,0,0,1440,1584,0,776,0,68,35,35,39,33,36,68,19,23,7,0,0,15152,3133,0,3020,47,3068,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,100,4.239,1.141,4.836699,4.84,4.66
16977,398,3076,99,28,9999,0,1367,0,4239,5794,4,4,1478,490,2000,0,0,5,90,44,0,22,75,0,0,1440,1584,0,926,0,100,31,38,33,33,100,100,100,21,35,0,0,15152,3133,0,3020,47,3068,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.239,1.367,5.794713,5.79,5.58
17977,398,3076,99,28,9999,0,1500,0,4197,6417,4,4,1478,525,1555,0,0,28,90,55,0,29,66,0,0,1440,1584,6792,923,0,100,42,54,44,50,100,100,100,27,45,0,0,15152,3133,0,3020,47,3068,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.197,1.5,6.2955000000000005,6.3,6.07
18977,398,3076,99,28,9999,0,1500,0,4197,6484,4,4,1478,525,2000,0,0,40,90,53,0,29,66,0,0,1440,1584,6968,914,0,81,38,39,26,40,81,60,80,16,37,0,0,15152,3133,0,3020,47,3068,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.197,1.5,6.2955000000000005,6.3,6.07
19977,398,3076,99,28,9999,0,1427,0,4197,5989,4,4,1478,525,2000,0,0,53,90,46,0,78,14,0,0,1440,1584,6944,881,0,47,35,45,43,23,21,35,47,11,76,0,0,15152,3133,0,3020,47,3068,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.197,1.427,5.9891190000000005,5.99,5.77
20978,398,3076,99,28,9999,0,1347,0,4197,5653,4,4,1478,525,1555,0,0,87,90,45,0,77,4,0,0,1440,1584,6874,913,0,57,31,45,38,40,27,33,57,17,64,0,0,15152,3133,0,3020,47,3068,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.197,1.347,5.653359,5.65,5.45
