Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round
991,2734,490,56,36,9999,0,1043,0,3752,3913,3,2,1382,441,1017,0,1,1,72,0,1,23,50,0,0,0,0,0,1117,0,9,21,40,31,34,4,9,5,5,8,0,0,44605,597,0,377,103,481,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,3.752,1.043,3.9133359999999997,3.91
1991,2734,490,56,36,9999,0,1022,0,3752,3834,2,2,1171,441,1555,1,1,73,72,47,0,72,0,98,0,1440,1584,0,736,0,69,12,30,42,42,69,17,14,10,5,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,100,3.752,1.022,3.8345439999999997,3.83
2991,2734,490,56,36,9999,0,1057,0,3752,3965,4,4,1478,525,1017,1,1,32,72,51,0,23,49,79,0,1440,1584,1833,615,0,18,31,23,35,26,9,10,18,19,24,0,0,44605,597,0,377,103,481,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100,3.752,1.057,3.9658639999999994,3.97
3991,2734,490,56,36,9999,0,1092,0,3775,4122,4,4,1478,525,1353,1,1,73,72,46,0,72,0,123,0,1440,1584,3036,851,0,19,22,43,30,27,5,5,19,11,29,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100,3.775,1.092,4.1223,4.12
4991,2734,490,56,36,9999,0,1073,0,3775,4050,4,4,1478,525,1353,1,1,72,72,45,0,72,0,61,0,1440,1584,1962,644,0,22,28,30,27,30,0,5,22,19,20,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100,3.775,1.073,4.050574999999999,4.05
5991,2734,490,56,36,9999,0,1071,0,3775,4043,4,4,1478,525,1353,1,1,72,72,45,0,72,0,100,0,1440,1584,2987,829,0,18,36,23,22,48,17,5,18,19,28,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100,3.775,1.071,4.043025,4.04
6991,2734,490,56,36,9999,0,984,0,3775,3714,4,4,1478,525,2000,1,1,72,72,44,0,62,9,27,0,1440,1584,3771,622,0,47,30,45,28,33,26,10,47,15,15,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,100,3.775,0.984,3.7146,3.71
7991,2734,490,56,36,9999,0,1063,0,3775,4012,4,4,1478,525,1353,1,1,54,72,44,0,63,10,22,0,1440,1584,1454,734,0,21,34,33,30,28,4,14,21,27,19,0,0,44605,597,0,377,103,481,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,1.063,4.012824999999999,4.01
8992,2734,490,56,36,9999,0,1086,0,3775,4099,4,4,1478,525,1555,1,1,72,72,44,0,72,0,22,0,1440,1584,1516,830,0,5,31,28,33,33,5,5,5,19,17,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,1.086,4.0996500000000005,4.1
9992,2734,490,56,36,9999,0,955,0,3775,3605,4,4,1478,525,1555,1,1,72,72,44,0,72,0,8,0,1440,1584,1251,657,0,14,30,28,34,28,10,9,14,26,15,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,0.955,3.6051249999999997,3.61
10992,2734,490,56,36,9999,0,947,0,3775,3574,4,4,1478,525,1555,1,1,72,72,45,0,72,2,40,0,1440,1584,958,654,0,14,25,31,37,30,5,14,14,23,13,0,0,44605,597,0,377,103,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,0.947,3.574925,3.57
11992,2734,490,56,36,9999,0,947,0,3775,3574,4,4,1478,525,1555,1,1,71,72,44,0,72,1,69,0,1440,1584,940,651,0,17,27,31,27,31,17,9,10,27,13,0,0,44605,597,0,377,103,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,0.947,3.574925,3.57
12993,2734,490,56,36,9999,0,941,0,3775,3552,4,4,1478,525,451,1,1,71,72,44,0,72,0,27,0,1440,1584,1193,655,0,14,27,23,34,36,14,9,14,30,14,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.775,0.941,3.552275,3.55
13993,2734,490,56,36,9999,0,944,0,3785,3573,4,4,1478,525,1555,1,1,71,72,45,0,72,1,16,0,1440,1584,1139,654,0,14,33,31,31,30,10,4,14,23,13,0,0,44605,597,0,377,103,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.785,0.944,3.5730399999999998,3.57
14993,2734,490,56,35,9999,0,979,0,3785,3705,4,4,1478,525,1555,1,1,70,72,45,0,72,2,11,0,1440,1584,945,651,0,14,27,43,30,29,14,0,14,5,13,0,0,44605,597,0,377,103,481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.785,0.979,3.705515,3.71
15993,2734,490,56,35,9999,0,955,0,3785,3614,4,4,1478,525,1555,1,1,72,72,45,0,72,0,10,0,1440,1584,1159,653,0,18,28,27,30,33,13,13,18,26,14,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.785,0.955,3.614675,3.61
16993,2734,490,56,35,9999,0,935,0,3785,3538,4,4,1478,525,1555,1,1,72,72,44,0,72,0,181,0,1440,1584,1217,651,0,18,30,36,27,38,13,5,18,19,15,0,0,44605,597,0,377,103,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.785,0.935,3.538975,3.54
