Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,power_voltage_in_volts,power_current_in_amps,Total_power,TP_round
968,2327,1051,53,31,9999,0,1183,0,3755,4442,2,2,1478,490,1555,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,35,33,38,27,61,23,38,14,20,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755,1.183,4.442165,4.44
1968,2327,1051,53,31,9999,0,1033,0,3757,3880,2,2,1478,490,1555,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,35,33,38,27,61,23,38,14,20,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,3.757,1.033,3.880981,3.88
2968,2327,1051,53,31,9999,0,1128,0,3757,4237,2,2,1478,490,1555,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,35,33,38,27,61,23,38,14,20,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,3.757,1.128,4.237896,4.24
3968,2327,1051,53,31,9999,0,1126,0,3757,4230,2,2,1478,490,1555,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,35,33,38,27,61,23,38,14,20,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,3.757,1.126,4.230382,4.23
4969,2327,1051,53,31,9999,0,1091,0,3757,4098,2,2,1478,490,1555,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,61,35,33,38,27,61,23,38,14,20,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,3.757,1.091,4.098887,4.1
5968,2327,1051,53,30,9999,0,1152,0,3757,4328,4,3,1478,490,1555,0,0,1,72,0,1,0,61,0,0,0,0,0,2041,299,47,35,45,33,22,38,47,30,26,12,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,3.757,1.152,4.3280639999999995,4.33
6968,2327,1051,53,30,9999,0,1389,0,3757,5218,4,3,1478,490,1555,0,0,4,72,37,0,0,72,0,0,1440,1584,0,1381,282,73,44,33,39,35,28,44,73,28,43,0,0,13439,1133,0,849,186,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,100,3.757,1.389,5.218473,5.22
7968,2327,1051,53,30,9999,0,1411,0,3757,5301,4,3,1478,490,2000,0,0,32,72,58,0,41,34,0,0,1440,1584,4410,1391,293,51,35,36,27,40,25,14,51,27,57,0,0,13439,1133,0,849,186,1035,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,100,3.757,1.411,5.301127,5.3
8969,2327,1051,53,30,9999,0,1335,0,3757,5015,4,3,1478,490,2000,0,0,52,72,49,0,59,11,0,0,1440,1584,6066,1387,300,42,42,33,43,31,15,42,42,23,60,0,0,13439,1133,0,849,186,1035,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,100,3.757,1.335,5.015595,5.02
9969,2327,1051,53,30,9999,0,1455,0,3725,5419,4,4,1478,490,2000,0,0,60,72,54,0,41,33,0,2,1440,1584,7425,1325,292,57,31,45,27,41,21,28,57,30,26,0,0,13439,1133,0,849,186,1035,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,100,3.725,1.455,5.419875,5.42
